bus_i,name,base_kv,ide,area,zone,vm,va
6319,鎮北H,161.0,1,3,31,1.00324,-17.0358
6320,鎮北D,23.9,1,3,31,1.00974,-22.4975
6321,中島H,161.0,1,3,31,1.00315,-17.0464
6322,中島D,23.9,1,3,31,1.00457,-20.8478
6329,中加H,161.0,1,3,31,1.00312,-17.0473
6330,中加D,23.9,1,3,31,0.99814,-20.5057
6353,凱旋H,161.0,1,3,32,1.01031,-11.4359
6354,凱旋D,23.9,1,3,32,1.00019,-16.4601
6361,四維H,161.0,1,3,32,1.01089,-11.3773
6362,四維D,23.9,1,3,32,1.00463,-14.8961
6367,臨海H,161.0,1,3,32,1.01082,-11.3514
6368,臨海D,23.9,1,3,32,0.99943,-14.6064
6369,貴陽H,161.0,1,3,32,1.0101,-11.3634
6370,貴陽D,23.9,1,3,32,1.00806,-12.3308
6371,經貿H,161.0,1,3,32,1.011,-11.2552
6372,經貿D,23.9,1,3,32,1.0023,-15.7063
6407,過埤H,161.0,1,3,32,1.01064,-11.3727
6408,過埤D,23.9,1,3,32,1.00932,-14.3496
6409,鳳農H,161.0,1,3,32,1.01063,-11.375
6410,鳳農D,23.9,1,3,32,0.99755,-13.8343
6451,西屏H,161.0,1,3,35,1.01313,-11.1503
6452,西屏D,23.9,1,3,35,0.99771,-14.0295
6455,南屏H,161.0,1,3,35,1.01315,-11.1687
6456,南屏D,23.9,1,3,35,1.00663,-13.8304
6457,農一H,161.0,1,3,35,1.00905,-10.7338
6458,農一D,23.9,1,3,35,1.00004,-12.0718
6511,潮東H,161.0,1,3,36,1.00612,-10.493
6512,潮東D,23.9,1,3,36,1.00036,-11.1058
6513,東港H,161.0,1,3,36,1.00703,-10.2408
6514,東港D,23.9,1,3,36,1.00157,-9.8134
6515,佳源H,161.0,1,3,36,1.00536,-10.2785
6516,佳源D,23.9,1,3,36,1.00536,-10.2785
6521,加一H,161.0,1,3,35,1.01273,-11.1073
6522,加一D,23.9,1,3,35,1.00134,-12.241
7001,知本H,161.0,1,4,37,1.00661,-11.63
7002,知本D,23.9,1,4,37,0.99307,-11.8444
7003,大武H,161.0,1,4,37,1.00942,-10.8487
7004,大武D,23.9,1,4,37,1.00269,-11.2018
7005,東成H,161.0,1,4,37,1.0107,-11.7233
7006,東成D,23.9,1,4,37,0.99673,-11.9599
7007,加津SY,161.0,1,4,37,1.00925,-11.0168
7011,勝安H,161.0,1,4,37,1.0004,-14.405
7012,勝安D,23.9,1,4,37,1.00049,-17.8852
7013,池上H,161.0,1,4,37,1.00886,-11.703
7014,池上D,23.9,1,4,37,0.99355,-11.8886
7019,玉里H,161.0,1,4,37,1.00793,-11.5616
7020,玉里D,23.9,1,4,37,1.00254,-11.9613
7021,豐里H,161.0,1,4,37,1.00547,-11.9313
7022,豐里D,23.9,1,4,37,0.99961,-14.5062
7023,鹿野H,161.0,1,4,37,1.00693,-11.795
7024,鹿野D,23.9,1,4,37,1.00417,-12.123
7029,馬蘭H,161.0,1,4,37,1.0054,-11.9353
7030,馬蘭D,23.9,1,4,37,0.99929,-14.6978
7031,壽豐H,161.0,1,4,37,1.00189,-12.7242
7032,壽豐D,23.9,1,4,37,0.99781,-13.5975
7500,常德#A,161.0,1,1,4,0.99852,-35.4499
7501,瑞源#A,161.0,1,1,7,0.99993,-32.4045
7502,瑞源#B,161.0,1,1,7,0.99994,-32.3435
7509,利澤#A,161.0,1,1,1,1.01756,-32.2891
7511,坪林#A,161.0,1,1,1,1.00667,-37.5963
7512,坪林#B,161.0,1,1,1,1.00661,-37.5964
7513,和仁#A,161.0,1,1,1,1.00905,-32.1257
7514,台蓮儲#A,161.0,1,1,1,1.00893,-32.1237
7515,西湖#A,161.0,1,1,2,1.00697,-38.1566
7516,西湖#B,161.0,1,1,2,1.00697,-38.1566
7517,榮星#A,161.0,1,1,2,1.00685,-38.2817
7518,茄苳#A,161.0,1,1,2,1.00728,-38.5414
7519,澳底#A,161.0,1,1,2,1.00738,-38.5942
7530,蘭雅#A,161.0,1,1,3,1.00728,-37.4698
7534,陽明#A,161.0,1,1,3,1.0068,-37.8613
7563,城中#A,161.0,1,1,5,0.99517,-36.7972
7564,城中#B,161.0,1,1,5,0.99514,-36.7966
7567,南港#A,161.0,1,1,2,0.99612,-34.6437
7568,南港#B,161.0,1,1,2,0.99625,-34.6587
7569,台北深美#A,161.0,1,1,4,0.99622,-34.6104
7570,台北深美#B,161.0,1,1,4,0.99642,-34.6329
7571,秀朗#A,161.0,1,1,4,0.99688,-35.1905
7572,秀朗#B,161.0,1,1,4,0.99672,-35.1934
7573,臥龍#A,161.0,1,1,4,0.99715,-35.1066
7574,福和#A,161.0,1,1,4,0.99724,-35.082
7575,玉成臨#A,161.0,1,1,4,0.99583,-34.7098
7576,玉成臨#B,161.0,1,1,4,0.99583,-34.7098
7581,重新#A,161.0,1,1,6,0.99533,-36.1858
7582,重新#B,161.0,1,1,6,0.99531,-36.1349
7584,興珍#B,161.0,1,1,6,0.9982,-35.9342
7585,華陰#A,161.0,1,1,4,0.99875,-35.4714
7586,華陰#B,161.0,1,1,4,0.99875,-35.4714
7588,華捷#,161.0,1,1,4,0.99875,-35.4714
7589,蘆洲#1,161.0,1,1,6,1.00809,-37.875
7590,蘆洲#2,161.0,1,1,6,1.00906,-37.3715
7591,蘆洲#3,161.0,1,1,6,0.99401,-36.0111
7592,蘆洲#4,161.0,1,1,6,0.99401,-36.0111
7604,泰山#A,161.0,1,1,6,0.99795,-33.7785
7605,泰山#B,161.0,1,1,6,0.99795,-33.7791
7609,豐林#A,161.0,1,1,6,0.99824,-36.2139
7611,莊捷#A,161.0,1,1,6,0.99641,-36.3567
7612,莊捷#B,161.0,1,1,6,0.99653,-36.341
7613,南纖#A,161.0,1,1,6,0.99611,-36.3895
7615,景星#A,161.0,1,1,5,0.99637,-36.69
7616,景星#B,161.0,1,1,5,0.99637,-36.6892
7617,桃機#A,161.0,1,1,6,1.00694,-32.0507
7618,桃機東#A,161.0,1,1,6,1.00565,-32.4952
7619,景星#C,161.0,1,1,5,0.99637,-36.6892
7620,長安#,161.0,1,1,6,1.00541,-32.4897
7623,三福3#,161.0,1,1,8,1.00396,-26.2903
7626,聖亭#A,161.0,1,1,7,0.99863,-33.1667
7627,新工#A,161.0,1,1,8,0.99984,-26.2677
7628,新工#B,161.0,1,1,8,0.99984,-26.2678
7629,楊高#A,161.0,1,1,8,1.00186,-26.525
7630,梅湖#A,161.0,1,1,8,1.00012,-26.3094
7635,楊梅#A,161.0,1,1,8,1.00262,-26.4403
7636,楊梅#B,161.0,1,1,8,1.00243,-26.4776
7639,梅湖#B,161.0,1,1,8,1.00012,-26.3094
7650,苗高#A,161.0,1,2,10,1.00588,-21.9262
7651,苗英#A,161.0,1,2,10,1.00563,-21.9346
7652,卓蘭#45A,161.0,1,2,10,1.0107,-19.9414
7653,卓蘭#45B,161.0,1,2,10,1.00972,-19.8885
7654,樟樹#82A,161.0,1,2,10,1.01054,-21.093
7655,樟樹#82B,161.0,1,2,10,1.01023,-21.0777
7656,龍秀#A,161.0,1,2,9,1.01355,-29.4858
7657,龍秀#B,161.0,1,2,9,1.01355,-29.4858
7661,青山#B,161.0,1,2,11,1.00975,-20.1471
7662,后里#A,161.0,1,2,11,1.00948,-20.2271
7663,后里#B,161.0,1,2,11,1.00927,-20.2457
7664,青山#A,161.0,1,2,11,1.01032,-20.1071
7666,北柳#A,161.0,1,2,12,1.00797,-17.2132
7667,北柳#B,161.0,1,2,12,1.00803,-17.2132
7668,新社#A,161.0,1,2,12,1.00699,-19.2776
7669,新社#B,161.0,1,2,12,1.00773,-19.2382
7681,烏日#,161.0,1,2,13,0.99821,-23.1806
7683,矽品#A,161.0,1,2,11,1.00875,-20.8535
7684,月眉#A,161.0,1,2,11,1.01505,-20.427
7686,中港#A,161.0,1,2,13,0.99789,-22.4658
7687,中港#B,161.0,1,2,13,0.99789,-22.4658
7688,明秀#A,161.0,1,2,13,0.99725,-22.7609
7689,明秀#B,161.0,1,2,13,0.99725,-22.7609
7700,亞東#A,161.0,1,2,15,1.00673,-14.9783
7707,台肥#A,161.0,1,2,15,1.00444,-14.9908
7708,中氣#A,161.0,1,2,15,1.00485,-14.9832
7709,中美和#A,161.0,1,2,15,1.00499,-14.9798
7710,中聯#,161.0,1,2,15,1.006,-14.9332
7711,鹿東#A,161.0,1,2,16,1.01022,-3.1545
7712,鹿西#A,161.0,1,2,16,1.01019,-2.5273
7713,線西#A,161.0,1,2,16,1.0092,-1.8885
7714,線西#B,161.0,1,2,16,1.0092,-1.8885
7715,崙尾聯華#A,161.0,1,2,16,0.99354,6.0888
7720,彰竹#A,161.0,1,2,17,1.0085,-4.1133
7721,彰竹#B,161.0,1,2,17,1.0085,-4.1133
7730,中能風#A,161.0,1,2,13,1.0,-22.0671
7750,彰新#A,161.0,1,2,17,1.00454,-4.0045
7751,彰新#B,161.0,1,2,17,1.0043,-4.0317
7790,宜梧#A,161.0,1,3,40,1.00966,-5.5257
7791,宜梧#B,161.0,1,3,40,1.00966,-5.5257
7792,布袋先#A,161.0,1,3,41,1.00851,2.1059
7793,布袋先#B,161.0,1,3,41,1.00828,2.0332
7794,台區先#A,161.0,1,3,40,1.01834,-9.3032
7795,台區先#B,161.0,1,3,40,1.01265,-9.2434
7796,東學先#A,161.0,1,3,21,1.00839,-11.2775
7798,南科東學#,161.0,1,3,21,1.00599,-11.7158
7799,創維風#A,161.0,1,3,40,1.01613,-4.8142
7800,威致#A,161.0,1,3,41,1.01386,1.778
7801,嘉惠#A,161.0,1,3,41,1.00399,1.6171
7802,嘉惠#B,161.0,1,3,41,1.00399,1.6171
7805,北港#A,161.0,1,3,40,1.01729,-5.1072
7806,北港#B,161.0,1,3,40,1.01439,-5.1096
7808,四湖#,161.0,1,3,40,1.01817,-4.8787
7809,新高#A,161.0,1,3,41,1.0024,1.637
7810,雲高#A,161.0,1,3,40,1.01365,-9.2704
7811,雲高#B,161.0,1,3,40,1.01535,-8.9555
7812,旭硝子#A,161.0,1,3,40,1.00607,-9.4725
7813,旭硝子#B,161.0,1,3,40,1.00607,-9.4725
7814,北門先#A,161.0,1,3,41,1.00625,1.9414
7815,北門先#B,161.0,1,3,41,1.00628,1.9412
7817,義竹#A,161.0,1,3,41,1.00745,1.6645
7818,義竹華卡#C,161.0,1,3,41,1.00569,1.6955
7819,義竹#B,161.0,1,3,41,1.00782,1.7051
7820,山上#A,161.0,1,3,22,1.0059,1.5525
7821,山上#B,161.0,1,3,22,1.00591,1.5506
7822,新化#A,161.0,1,3,22,1.01258,-10.4096
7823,新化#B,161.0,1,3,22,1.01296,-10.3375
7824,豐華#A,161.0,1,3,22,1.01302,-10.3166
7825,豐華#B,161.0,1,3,22,1.01279,-10.3557
7827,二甲#A,161.0,1,3,22,1.00937,-10.798
7828,二甲#B,161.0,1,3,22,1.00936,-10.7979
7830,仁德#A,161.0,1,3,22,1.0065,-12.487
7831,仁德#B,161.0,1,3,22,1.0068,-12.4609
7832,星崴光#,161.0,1,3,22,1.00692,-11.3569
7837,燁聯#A,161.0,1,3,24,1.00385,-10.6089
7838,嘉峰#A,161.0,1,3,24,1.00357,-10.6545
7839,嘉峰#B,161.0,1,3,24,1.00407,-10.6049
7840,保寧#A,161.0,1,3,24,1.00302,-10.4486
7841,保寧#B,161.0,1,3,24,1.00302,-10.4489
7845,社武#A,161.0,1,3,25,1.00172,-17.4621
7846,社武#B,161.0,1,3,25,1.00167,-17.4826
7853,美山#A,161.0,1,3,31,1.0071,-17.1112
7854,美山#B,161.0,1,3,31,1.0071,-17.1112
7883,新高港#A,161.0,1,3,33,1.01031,-11.3398
7884,新高港#B,161.0,1,3,33,1.01024,-11.3373
7885,南工乙#A,161.0,1,3,33,1.00654,-13.7446
7886,南工乙#B,161.0,1,3,33,1.00654,-13.7446
7887,鋼四#A,161.0,1,3,33,1.00684,-13.8928
7888,鋼四#B,161.0,1,3,33,1.00684,-13.8928
7889,坪資#A,161.0,1,3,33,1.00547,-13.0298
7890,塑園#A,161.0,1,3,33,1.01668,-11.1594
7891,唐榮#A,161.0,1,3,33,1.00535,-13.0278
7892,加一#A,161.0,1,3,33,1.01534,-11.1393
7893,加一#B,161.0,1,3,33,1.01542,-11.14
7894,中鋁#A,161.0,1,3,33,1.00535,-13.0278
7950,知本#A,161.0,1,4,37,1.00659,-11.6279
7951,知本#B,161.0,1,4,37,1.00659,-11.6292
7952,壽豐#A,161.0,1,4,37,1.00182,-12.7141
7953,壽豐#B,161.0,1,4,37,1.00182,-12.7141
7954,楓港#A,161.0,1,3,36,1.00518,-10.1409
8002,宜道C,161.0,1,1,1,1.00874,-36.0038
8008,台泥C,161.0,1,1,1,1.00893,-32.1236
8009,漢本C,161.0,1,1,1,1.00904,-32.126
8011,和鐵C,161.0,1,1,1,1.00909,-32.1264
8012,羅鋼C,161.0,1,1,1,1.01777,-32.3002
8020,義捷C,161.0,1,1,4,0.99568,-34.7155
8025,博愛C,161.0,1,1,2,1.00748,-38.4123
8026,湖捷C,161.0,1,1,2,1.00755,-38.375
8027,松捷C,161.0,1,1,2,1.00728,-38.3811
8028,湖機C,161.0,1,1,2,1.00644,-37.9302
8029,潭美C,161.0,4,1,2,1.0,0.0
8060,投捷C,161.0,1,1,3,1.00991,-30.4376
8081,民捷C,161.0,1,1,2,1.00698,-38.4964
8100,華捷C,161.0,1,1,4,0.99876,-35.4725
8101,復捷C,161.0,1,1,4,0.99977,-35.3295
8102,雙星C,161.0,4,1,4,1.0,0.0
8140,木捷C,161.0,1,1,4,0.99591,-34.0482
8141,興捷C,161.0,1,1,4,0.99672,-35.2016
8142,店捷C,161.0,1,1,4,0.99653,-35.0648
8143,中強捷C,161.0,1,1,4,1.00017,-35.4815
8160,蘆捷C,161.0,1,1,6,0.99256,-36.0128
8180,秀捷C,161.0,1,1,5,0.99495,-36.7857
8181,高新捷C,161.0,1,1,6,0.99753,-36.2895
8182,土捷C,161.0,1,1,5,0.99631,-36.7021
8183,豐林C,161.0,1,1,6,0.99824,-36.2139
8184,城捷C,161.0,1,1,5,0.9964,-36.5155
8185,中華電信C,161.0,1,1,5,0.99637,-36.6917
8186,峽捷C,161.0,1,1,5,0.99579,-36.7972
8190,台竹C,161.0,1,1,6,1.00541,-32.49
8191,台山C,161.0,1,1,6,0.9958,-34.3356
8192,新嶺C,161.0,1,1,6,0.99548,-33.5506
8193,南樹C,161.0,1,1,6,0.99818,-36.2697
8195,威德新C,161.0,1,1,6,0.99548,-33.5506
8200,北油C,161.0,1,1,6,0.99661,-33.46
8203,樹高C,161.0,1,1,6,0.99763,-36.1757
8204,桃機C,161.0,1,1,6,1.00694,-32.0507
8205,錦興,11.4,1,1,6,1.00543,-32.4841
8206,南亞C,161.0,1,1,6,0.99893,-35.063
8207,航捷北C,161.0,1,1,6,1.00516,-32.4881
8208,桃機東C,161.0,1,1,6,1.00565,-32.4952
8209,板捷C,161.0,1,1,5,0.99602,-36.7955
8210,南林C,161.0,1,1,6,0.99608,-36.3933
8211,美光晶C,161.0,1,1,6,0.99902,-35.0193
8212,美晶二C,161.0,1,1,6,0.99903,-35.0225
8213,亞氣二C,161.0,1,1,6,0.99903,-35.0191
8214,廣輝C,161.0,1,1,6,0.99798,-29.5757
8215,莊捷C,161.0,1,1,6,0.9953,-36.4809
8216,林捷C,161.0,1,1,6,0.9989,-35.068
8217,南纖C,161.0,1,1,6,0.996,-36.4004
8220,日月光C,161.0,1,1,7,1.00673,-33.3496
8221,桃捷C,161.0,1,1,7,1.0068,-33.4536
8222,展茂C,161.0,1,1,7,0.99845,-33.1903
8223,壢光C,161.0,1,1,7,1.0067,-33.3515
8230,觀塘氣C,161.0,1,1,8,1.00339,-25.684
8231,欣湖C,161.0,1,1,8,1.00028,-26.0774
8232,景楊C,161.0,1,1,8,1.00124,-26.7925
8240,楊高C,161.0,1,1,8,1.00193,-26.5289
8241,亞化二C,161.0,1,1,8,1.00411,-26.0641
8242,景新C,161.0,1,1,8,1.00072,-26.0332
8244,新光C,161.0,1,1,8,1.00687,-26.7841
8245,統湖C,161.0,1,1,8,1.00115,-25.7374
8250,鴻友C,161.0,1,1,8,1.00186,-26.525
8251,富綢C,161.0,1,1,8,1.00197,-26.524
8252,昇陽C,161.0,1,1,8,1.00026,-26.0871
8253,鐵富C,161.0,1,1,8,1.00202,-26.5247
8255,東鋼C,161.0,1,1,8,1.00379,-26.3771
8256,三福3C,161.0,1,1,8,1.00396,-26.2903
8260,六福C,161.0,1,1,7,0.99874,-31.8936
8270,全懋C,161.0,1,1,8,1.00001,-26.1202
8278,龍達C,161.0,1,1,7,0.99892,-32.0281
8279,龍廣C,161.0,1,1,7,0.99872,-33.1501
8280,欣興C,161.0,1,1,6,0.99576,-34.3346
8281,積B3C,161.0,1,1,7,0.99865,-33.163
8282,精材C,161.0,1,1,8,1.00715,-26.9179
8300,東和C,161.0,1,2,10,1.00563,-21.9347
8301,苗高C,161.0,1,2,10,1.00633,-21.9264
8302,苗春C,161.0,1,2,10,1.00651,-21.9067
8304,力晶C,161.0,1,2,9,1.01415,-29.4089
8305,積P7C,161.0,1,2,9,1.01461,-29.3548
8306,世二C,161.0,1,2,9,1.01406,-29.4332
8307,旺二C,161.0,1,2,9,1.01399,-29.449
8308,積十二C,161.0,1,2,9,1.01418,-29.404
8309,力晶MC,161.0,1,2,9,1.01479,-29.3593
8310,建順C,161.0,1,2,10,1.00838,-18.5431
8311,友達五C,161.0,1,2,9,1.01477,-29.3633
8312,積P4C,161.0,1,2,9,1.01461,-29.3548
8313,聯八EC,161.0,1,2,9,1.01399,-29.45
8314,積P6C,161.0,1,2,9,1.01409,-29.4189
8315,旺五C,161.0,1,2,9,1.01474,-29.3414
8316,龍港C,161.0,1,2,10,1.00542,-21.9444
8319,力晶5C,161.0,1,2,10,1.01027,-20.0585
8320,京元C,161.0,1,2,10,1.00961,-24.7587
8323,亞氣1C,161.0,1,2,9,1.01483,-29.2993
8324,亞氣三C,161.0,1,2,10,1.00502,-24.5785
8326,美光三C,161.0,1,2,11,1.00732,-20.5309
8327,美光五C,161.0,1,2,11,1.00738,-20.5213
8329,統寶C,161.0,1,2,10,1.00957,-24.7571
8331,群創2C,161.0,1,2,10,1.00978,-24.7271
8332,群創C,161.0,1,2,10,1.00966,-24.7411
8333,聯電C,161.0,1,2,9,1.01424,-29.4065
8334,美光C,161.0,1,2,11,1.00705,-20.5737
8335,聯亞三C,161.0,1,2,9,1.01473,-29.3126
8336,矽品二C,161.0,1,2,11,1.00862,-20.8739
8337,達晶二C,161.0,1,2,11,1.00693,-20.5918
8338,美光二C,161.0,1,2,11,1.00695,-20.5836
8339,台積八C,161.0,1,2,9,1.01478,-29.3682
8340,積研一C,161.0,1,2,9,1.01483,-29.3049
8341,積苗一C,161.0,1,2,10,1.00971,-24.7547
8342,積苗二C,161.0,1,2,10,1.00971,-24.7577
8346,京元2C,161.0,1,2,10,1.01036,-20.0407
8353,積寶一C,161.0,1,2,9,1.0147,-29.3147
8354,積寶二C,161.0,1,2,10,1.00495,-24.5853
8355,積寶三C,161.0,1,2,9,1.0147,-29.3147
8359,世五C,161.0,1,2,9,1.0142,-29.4061
8360,中高C,161.0,1,2,13,0.99831,-23.0202
8361,豐鋼C,161.0,1,2,11,1.01535,-20.44
8362,矽品五C,161.0,1,2,11,1.00861,-20.8795
8364,屯捷C,161.0,1,2,11,1.00808,-20.8256
8365,友達八C,161.0,1,2,11,1.00718,-20.5785
8366,月眉C,161.0,1,2,11,1.01521,-20.4333
8367,日高C,161.0,1,2,13,0.99831,-23.1812
8368,友達十C,161.0,1,2,14,1.00636,-19.5888
8369,矽品三C,161.0,1,2,14,1.00586,-19.7299
8370,矽品四C,161.0,1,2,14,1.00601,-19.7073
8371,積十五C,161.0,1,2,14,1.0057,-19.6714
8372,中積一C,161.0,1,2,14,1.0057,-19.6712
8373,中積二C,161.0,1,2,14,1.00616,-19.6045
8374,日捷C,161.0,1,2,13,0.99825,-23.1818
8375,中積三C,161.0,1,2,14,1.00604,-19.6181
8376,中積六C,161.0,1,2,14,1.00609,-19.6069
8377,大立七C,161.0,1,2,13,0.99801,-22.7699
8378,大立九C,161.0,1,2,13,0.998,-22.7765
8379,康寧一C,161.0,1,2,14,1.00633,-19.5923
8380,友達七C,161.0,1,2,14,1.00633,-19.5923
8381,華十二C,161.0,1,2,14,1.00582,-19.7436
8382,法液空C,161.0,1,2,14,1.00593,-19.7224
8383,中積封C,161.0,1,2,14,1.00579,-19.747
8400,煤場H,161.0,1,2,15,1.00619,-14.9337
8401,中美和C,161.0,1,2,15,1.00499,-14.9798
8402,煤場L,6.9,1,2,15,0.98124,-14.9337
8403,中氣C,161.0,1,2,15,1.00485,-14.9832
8404,中聯C,161.0,1,2,15,1.006,-14.9332
8405,台肥C,161.0,1,2,15,1.00444,-14.9908
8406,藍海C,161.0,1,2,15,1.00425,-14.994
8407,華新一C,161.0,1,2,15,1.00681,-14.9807
8408,永冠C,161.0,1,2,15,1.00592,-14.9329
8409,亞東C,161.0,1,2,15,1.00674,-14.9788
8410,中氣三C,161.0,1,2,15,1.00671,-14.983
8420,特許C,161.0,1,2,16,1.00915,-1.9488
8427,台鹿C,161.0,1,2,16,1.00959,-2.3878
8431,寶德C,161.0,1,2,16,1.00916,-1.9089
8440,慶欣欣C,161.0,1,2,17,0.99886,-3.4923
8445,矽彰C,161.0,1,2,17,1.00425,-4.08
8446,矽彰三C,161.0,1,2,17,1.00425,-4.08
8450,矽彰二C,161.0,1,2,18,1.00851,-7.9618
8491,矽虎一C,161.0,1,3,40,1.01395,-9.2612
8492,新高C,161.0,1,3,41,1.0024,1.6366
8493,富喬C,161.0,1,3,40,1.00734,-11.296
8494,雲高C,161.0,1,3,40,1.0152,-8.9593
8495,旭硝子C,161.0,1,3,40,1.00607,-9.4725
8496,旭硝二C,161.0,1,3,40,1.006,-9.4813
8497,榮特C,161.0,1,3,41,1.00238,1.6271
8501,華卡C,161.0,1,3,41,1.00569,1.6955
8503,威致C,161.0,1,3,41,1.014,1.7736
8507,官田鋼C,161.0,1,3,41,1.01429,1.766
8512,嘉積二C,161.0,1,3,41,1.01004,0.8627
8526,康寧C,161.0,1,3,21,1.00604,-11.756
8528,三福科C,161.0,1,3,21,1.00593,-11.7262
8529,三福5C,161.0,1,3,21,1.00581,-11.8237
8530,三福6C,161.0,1,3,21,1.00584,-11.7918
8531,南積一C,161.0,1,3,21,1.00582,-11.8253
8532,南積二C,161.0,1,3,21,1.00581,-11.8042
8533,南積三C,161.0,1,3,21,1.00581,-11.8184
8534,南積四C,161.0,1,3,21,1.00768,-12.4446
8535,南積五C,161.0,1,3,21,1.00733,-12.3212
8536,南積六C,161.0,1,3,21,1.00731,-12.3219
8537,南積七C,161.0,1,3,21,1.00744,-12.3031
8539,凸版C,161.0,1,3,22,1.01147,-10.6432
8540,統實C,161.0,1,3,22,1.01276,-10.2786
8541,積六C,161.0,1,3,21,1.00606,-11.7615
8542,聯電二C,161.0,1,3,21,1.00351,-11.2678
8543,聯電三C,161.0,1,3,21,1.00358,-11.2591
8544,南積八C,161.0,1,3,22,1.00735,-12.3262
8545,聯電五C,161.0,1,3,21,1.00229,-11.4924
8546,南積九C,161.0,1,3,21,1.0076,-12.2861
8549,積十四C,161.0,1,3,21,1.00603,-11.7642
